timestamp_ms,event,best_bid,best_ask,mid_price,last_trade_price,last_trade_qty,vwap,sma,rsi,signal,signal_reason
1772090033932,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.77,68223.81,0.0,NONE,RSI exited overbought zone
1772090034015,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.77,68223.81,0.0,NONE,RSI exited overbought zone
1772090034099,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.76,68223.81,0.0,NONE,RSI exited overbought zone
1772090034183,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.76,68223.81,0.0,NONE,RSI exited overbought zone
1772090034267,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.75,68223.81,0.0,NONE,RSI exited overbought zone
1772090034351,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.75,68223.81,0.0,NONE,RSI exited overbought zone
1772090034438,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.74,68223.81,0.0,NONE,RSI exited overbought zone
1772090034522,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.74,68223.81,0.0,NONE,RSI exited overbought zone
1772090034607,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.73,68223.81,0.0,NONE,RSI exited overbought zone
1772090034691,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.73,68223.81,0.0,NONE,RSI exited overbought zone
1772090034775,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.72,68223.81,0.0,NONE,RSI exited overbought zone
1772090034859,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.72,68223.81,0.0,NONE,RSI exited overbought zone
1772090034943,trade,68223.80,68223.81,68223.80,68223.81,0.000760,68229.71,68223.81,0.0,NONE,RSI exited overbought zone
1772090035027,trade,68223.80,68223.81,68223.80,68223.80,0.000810,68229.71,68223.81,0.0,NONE,RSI exited overbought zone
1772090035111,trade,68223.80,68223.81,68223.80,68223.80,0.000810,68229.70,68223.81,0.0,NONE,RSI exited overbought zone
1772090035194,trade,68223.80,68223.81,68223.80,68223.80,0.000750,68229.70,68223.80,0.0,NONE,RSI exited overbought zone
1772090035278,trade,68223.80,68223.81,68223.80,68223.80,0.000750,68229.69,68223.80,0.0,NONE,RSI exited overbought zone
1772090035366,trade,68223.80,68223.81,68223.80,68223.80,0.000750,68229.69,68223.80,0.0,NONE,RSI exited overbought zone
1772090035452,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.69,68223.80,99.0,NONE,RSI exited oversold zone
1772090035537,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.69,68223.80,99.0,NONE,RSI exited oversold zone
1772090035623,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.69,68223.81,99.0,NONE,RSI exited oversold zone
1772090035707,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.69,68223.81,0.0,NONE,RSI exited overbought zone
1772090035791,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.69,68223.81,0.0,NONE,RSI exited overbought zone
1772090035876,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.68,68223.81,0.0,NONE,RSI exited overbought zone
1772090035962,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.68,68223.81,0.0,NONE,RSI exited overbought zone
1772090036050,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.68,68223.81,0.0,NONE,RSI exited overbought zone
1772090036138,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.68,68223.81,0.0,NONE,RSI exited overbought zone
1772090036223,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.68,68223.81,0.0,NONE,RSI exited overbought zone
1772090036307,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.68,68223.81,0.0,NONE,RSI exited overbought zone
1772090036391,trade,68223.80,68223.81,68223.80,68223.81,0.000090,68229.68,68223.81,0.0,NONE,RSI exited overbought zone
1772090036475,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68229.45,68223.81,0.0,NONE,RSI exited overbought zone
1772090036558,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68229.18,68223.81,0.0,NONE,RSI exited overbought zone
1772090036643,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68228.94,68223.80,0.0,NONE,RSI exited overbought zone
1772090036729,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68228.72,68223.80,0.0,NONE,RSI exited overbought zone
1772090036816,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68228.51,68223.80,0.0,NONE,RSI exited overbought zone
1772090036900,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68228.33,68223.80,0.0,NONE,RSI exited overbought zone
1772090036984,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68228.15,68223.80,0.0,NONE,RSI exited overbought zone
1772090037073,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68227.99,68223.80,0.0,NONE,RSI exited overbought zone
1772090037158,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68227.84,68223.80,0.0,NONE,RSI exited overbought zone
1772090037241,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68227.70,68223.80,0.0,NONE,RSI exited overbought zone
1772090037325,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68227.57,68223.80,0.0,NONE,RSI exited overbought zone
1772090037410,trade,68223.80,68223.81,68223.80,68223.80,0.047010,68227.45,68223.80,0.0,NONE,RSI exited overbought zone
1772090037496,trade,68223.80,68223.81,68223.80,68223.80,0.000690,68227.43,68223.80,0.0,NONE,RSI exited overbought zone
1772090037581,trade,68223.80,68223.81,68223.80,68223.80,0.000690,68227.43,68223.80,0.0,NONE,RSI exited overbought zone
1772090037667,trade,68223.80,68223.81,68223.80,68223.80,0.000690,68227.43,68223.80,0.0,NONE,RSI exited overbought zone
1772090037751,trade,68223.80,68223.81,68223.80,68223.80,0.000690,68227.42,68223.80,0.0,NONE,RSI exited overbought zone
1772090037835,trade,68223.80,68223.81,68223.80,68223.80,0.000690,68227.42,68223.80,0.0,NONE,RSI exited overbought zone
1772090037923,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.42,68223.80,99.0,NONE,RSI exited oversold zone
1772090038008,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.42,68223.81,99.0,NONE,RSI exited oversold zone
1772090038092,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.42,68223.81,0.0,SELL,RSI exited overbought zone
